"Id","String"
"tutorial_day2_reclick_after_relocate","[미정] 옮긴 새끼용을 다시 클릭하세요."
"tutorial_day2_demolish_dragon","[미정] DEMOLISH 버튼을 눌러 이 자리에서 새끼용을 거두세요."
"tutorial_day2_check_inventory","[미정] 드래곤 버튼을 눌러 용 창을 여세요."
"tutorial_day2_reselect_dragon_tab","[미정] BABY DRAGON 탭을 눌러 새끼용 목록으로 돌아가세요."
"tutorial_day2_reselect_dragon","[미정] 새끼용 목록의 위치 표시 버튼을 눌러 다시 배치를 시작하세요."
"tutorial_day2_replace_dragon","[미정] 새끼용을 다시 원하는 자리에 내려놓으세요."
"tutorial_day2_slime_farm_intro","[미정] 새끼용이 먹을 슬라임은 슬라임 농장에서 나옵니다."
"tutorial_day2_enter_build_mode","[미정] 건설 모드 버튼을 누르세요."
"tutorial_day2_open_factory_tab","[미정] FACTORY 탭을 누르세요."
"tutorial_day2_select_slime_farm","[미정] 슬라임 농장을 고르세요."
"tutorial_day2_place_slime_farm","[미정] 초록색 타일을 클릭해 슬라임 농장을 세우세요."
"tutorial_day2_click_slime_farm","[미정] 세운 슬라임 농장을 클릭하세요."
"tutorial_day2_slime_farm_terrain_info","[미정] 나오는 슬라임은 농장을 세운 땅의 속성이 정합니다."
"tutorial_day2_slime_farm_terrain_info_2","[미정] 필요한 속성이 있다면 그 땅을 먼저 얻어야 합니다."
"tutorial_day2_assign_slime_farm_population","[미정] 인구를 배치하세요. 많이 넣을수록 슬라임이 더 나옵니다."
"tutorial_day2_close_slime_farm_panel","[미정] CLOSE 버튼을 눌러 인구 창을 닫으세요."
"tutorial_day2_worker_mode_intro","[미정] 건물이 늘면 번거롭습니다. 인구만 다루는 모드가 있습니다."
"tutorial_day2_click_research_lab","[미정] 어제 세운 연구소를 클릭하세요."
"tutorial_day2_research_point_check","[미정] 어젯밤 모인 연구 포인트입니다."
"tutorial_day2_research_points_granted","[미정] 연구 포인트가 부족해 {0}점을 추가 지급했습니다."
"tutorial_day2_close_lab_panel","[미정] CLOSE 버튼을 눌러 인구 창을 닫으세요."
"tutorial_day2_open_research_window","[미정] 연구 버튼을 눌러 연구 창을 여세요."
"tutorial_day2_unlock_node","[미정] 위치상 가장 위에 있는 티어의 연구 하나를 골라 해금하세요."
"tutorial_day2_tier_info","[미정] 아래쪽 티어는 주기가 지나야 열립니다."
"tutorial_day2_close_research_window","[미정] 연구 창을 닫으세요."
"tutorial_day2_click_castle","[미정] 가운데 있는 메인 성을 클릭하세요."
"tutorial_day2_attribute_info","[미정] 지금 어미용의 속성입니다."
"tutorial_day2_attribute_info_2","[미정] 속성이 밤에 쓰는 스킬과 새끼용에게 주는 효과를 정합니다."
"tutorial_day2_change_attribute_info","[미정] 다른 속성을 고르고 CHANGE ATTRIBUTE로 바꿀 수 있습니다."
"tutorial_day2_change_attribute_info_2","[미정] 하루에 한 번뿐이니 그날 밤을 보고 정하세요."
"tutorial_day2_dragon_skill_tree_info","[미정] 오른쪽은 어미용의 스킬 트리입니다."
"tutorial_day2_dragon_skill_tree_info_2","[미정] 지금 속성의 가지만 열려 있어, 속성을 바꾸면 함께 바뀝니다."
"tutorial_day2_close_castle_panel","[미정] 창을 닫으세요."
"tutorial_day2_dragon_skill_button","[미정] 이 창은 드래곤 버튼으로도 열 수 있습니다."
"tutorial_day2_night_ready","[미정] 어젯밤보다 몬스터가 늘어납니다. 준비되면 밤으로 변경을 누르세요."
"tutorial_day3_omen","[미정] 포탈이 크게 흔들립니다. 오늘 밤에 오는 것은 지금까지와 다릅니다."
"tutorial_day3_boss_warning","[미정] 오늘 밤 세 방향에서 몰려오고, 뒤에 보스가 옵니다."
"tutorial_day3_boss_warning_2","[미정] 지금의 힘으로는 막을 수 없습니다."
"tutorial_day3_free_play","[미정] 남은 낮은 자유롭게 쓰고 밤으로 변경을 누르세요."
"tutorial_ending_beat_1","[미정] 성이 무너졌습니다. 불길이 잦아든 자리에 아무것도 남지 않았습니다."
"tutorial_ending_beat_2","[미정] 그때 무너진 성 위로 거대한 그림자가 내려앉습니다. 시간의 용입니다."
"tutorial_ending_beat_3","[미정] 「이 밤은 아직 오지 않아도 될 밤이었다.」"
"tutorial_ending_beat_4","[미정] 「돌아가라. 이번에는 다르게 세워라.」"
"tutorial_ending_beat_5","[미정] 모래가 거꾸로 흐릅니다. 그날 아침으로 돌아갑니다."
